RecordType,HaulID,Species,ELSampleFlag ,IndividualNumber,Length,DevScale,DevStage,Number,SubFactor,SpecIdentMethod ,OilGlobulesFlag ,OilGlobulesNumber ,OilGlobulesDiam,PreservationMethod,Notes,
EM ,2021NL5400131 ,Clupea harengus ,LV ,  ,33,MN1 ,d ,5,3.34,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400131 ,Clupea harengus ,LV ,  ,34,MN1 ,d ,4,3.34,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400131 ,Clupea harengus ,LV ,  ,35,MN1 ,d ,2,3.34,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400131 ,Clupea harengus ,LV ,  ,36,MN1 ,d ,4,3.34,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400131 ,Clupea harengus ,LV ,  ,37,MN1 ,d ,2,3.34,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400131 ,Clupea harengus ,LV ,  ,40,MN1 ,d ,1,3.34,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400133 ,Clupea harengus ,LV ,  ,28,MN1 ,d ,2,1,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400133 ,Clupea harengus ,LV ,  ,29,MN1 ,d ,3,1,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400133 ,Clupea harengus ,LV ,  ,30,MN1 ,d ,1,1,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400133 ,Clupea harengus ,LV ,  ,31,MN1 ,d ,2,1,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400133 ,Clupea harengus ,LV ,  ,33,MN1 ,d ,1,1,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400133 ,Clupea harengus ,LV ,  ,36,MN1 ,d ,1,1,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400133 ,Clupea harengus ,LV ,  ,38,MN1 ,d ,1,1,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400134 ,Clupea harengus ,LV ,  ,26,MN1 ,d ,1,1,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400134 ,Clupea harengus ,LV ,  ,29,MN1 ,d ,1,1,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400135 ,Clupea harengus ,LV ,  ,33,MN1 ,d ,1,1,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400135 ,Clupea harengus ,LV ,  ,33,MN1 ,d ,1,1,VISO ,N ,  ,  ,F4B ,Larvae damaged could not be measured,
EM ,2021NL5400136 ,Clupea harengus ,LV ,  ,24,MN1 ,d ,5,1,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400136 ,Clupea harengus ,LV ,  ,25,MN1 ,d ,3,1,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400136 ,Clupea harengus ,LV ,  ,26,MN1 ,d ,1,1,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400136 ,Clupea harengus ,LV ,  ,27,MN1 ,d ,2,1,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400136 ,Clupea harengus ,LV ,  ,30,MN1 ,d ,1,1,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400137 ,Clupea harengus ,LV ,  ,23,MN1 ,d ,1,1,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400137 ,Clupea harengus ,LV ,  ,24,MN1 ,d ,1,1,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400137 ,Clupea harengus ,LV ,  ,24,MN1 ,d ,1,1,VISO ,N ,  ,  ,F4B ,Larvae damaged could not be measured,
EM ,2021NL5400137 ,Clupea harengus ,LV ,  ,28,MN1 ,d ,1,1,VISO ,N ,  ,  ,F4B ,Larvae damaged could not be measured,
EM ,2021NL5400138 ,Clupea harengus ,LV ,  ,24,MN1 ,d ,1,1,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400138 ,Clupea harengus ,LV ,  ,25,MN1 ,d ,1,1,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400138 ,Clupea harengus ,LV ,  ,26,MN1 ,d ,1,1,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400138 ,Clupea harengus ,LV ,  ,27,MN1 ,d ,1,1,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400138 ,Clupea harengus ,LV ,  ,28,MN1 ,d ,1,1,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400138 ,Clupea harengus ,LV ,  ,29,MN1 ,d ,2,1,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400139 ,Clupea harengus ,LV ,  ,28,MN1 ,d ,1,1,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400140 ,Clupea harengus ,LV ,  ,0,MN1 ,c ,1,1,VISO ,N ,  ,  ,F4B ,Larvae damaged could not be measured,
EM ,2021NL5400141 ,Clupea harengus ,LV ,  ,40,MN1 ,d ,1,1,VISO ,N ,  ,  ,F4B ,Larvae damaged could not be measured,
EM ,2021NL5400141 ,Clupea harengus ,LV ,  ,42,MN1 ,d ,2,1,VISO ,N ,  ,  ,F4B ,Larvae damaged could not be measured,
EM ,2021NL5400143 ,Clupea harengus ,LV ,  ,23,MN1 ,d ,2,1,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400143 ,Clupea harengus ,LV ,  ,25,MN1 ,d ,1,1,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400143 ,Clupea harengus ,LV ,  ,26,MN1 ,d ,1,1,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400143 ,Clupea harengus ,LV ,  ,27,MN1 ,d ,1,1,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400143 ,Clupea harengus ,LV ,  ,28,MN1 ,d ,1,1,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400143 ,Clupea harengus ,LV ,  ,29,MN1 ,d ,1,1,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400143 ,Clupea harengus ,LV ,  ,0,MN1 ,c ,1,1,VISO ,N ,  ,  ,F4B ,Larvae damaged could not be measured,
EM ,2021NL5400144 ,Clupea harengus ,LV ,  ,25,MN1 ,d ,1,1.36,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400144 ,Clupea harengus ,LV ,  ,26,MN1 ,d ,3,1.36,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400144 ,Clupea harengus ,LV ,  ,27,MN1 ,d ,2,1.36,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400144 ,Clupea harengus ,LV ,  ,28,MN1 ,d ,6,1.36,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400144 ,Clupea harengus ,LV ,  ,29,MN1 ,d ,6,1.36,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400144 ,Clupea harengus ,LV ,  ,30,MN1 ,d ,4,1.36,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400144 ,Clupea harengus ,LV ,  ,31,MN1 ,d ,1,1.36,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400144 ,Clupea harengus ,LV ,  ,33,MN1 ,d ,1,1.36,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400144 ,Clupea harengus ,LV ,  ,34,MN1 ,d ,1,1.36,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400145 ,Clupea harengus ,LV ,  ,30,MN1 ,d ,1,1,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400146 ,Clupea harengus ,LV ,  ,28,MN1 ,d ,2,1,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400146 ,Clupea harengus ,LV ,  ,29,MN1 ,d ,2,1,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400146 ,Clupea harengus ,LV ,  ,30,MN1 ,d ,2,1,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400146 ,Clupea harengus ,LV ,  ,31,MN1 ,d ,1,1,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400146 ,Clupea harengus ,LV ,  ,32,MN1 ,d ,1,1,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400146 ,Clupea harengus ,LV ,  ,34,MN1 ,d ,1,1,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400146 ,Clupea harengus ,LV ,  ,0,MN1 ,c ,5,1,VISO ,N ,  ,  ,F4B ,Larvae damaged could not be measured,
EM ,2021NL5400147 ,Clupea harengus ,LV ,  ,25,MN1 ,d ,1,1,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400147 ,Clupea harengus ,LV ,  ,26,MN1 ,d ,1,1,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400147 ,Clupea harengus ,LV ,  ,27,MN1 ,d ,1,1,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400147 ,Clupea harengus ,LV ,  ,28,MN1 ,d ,1,1,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400147 ,Clupea harengus ,LV ,  ,30,MN1 ,d ,1,1,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400147 ,Clupea harengus ,LV ,  ,31,MN1 ,d ,1,1,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400147 ,Clupea harengus ,LV ,  ,32,MN1 ,d ,2,1,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400147 ,Clupea harengus ,LV ,  ,0,MN1 ,c ,2,1,VISO ,N ,  ,  ,F4B ,Larvae damaged could not be measured,
EM ,2021NL5400148 ,Clupea harengus ,LV ,  ,29,MN1 ,d ,1,1,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400148 ,Clupea harengus ,LV ,  ,32,MN1 ,d ,1,1,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400149 ,Clupea harengus ,LV ,  ,25,MN1 ,d ,1,1,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400149 ,Clupea harengus ,LV ,  ,26,MN1 ,d ,2,1,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400149 ,Clupea harengus ,LV ,  ,27,MN1 ,d ,1,1,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400149 ,Clupea harengus ,LV ,  ,28,MN1 ,d ,4,1,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400149 ,Clupea harengus ,LV ,  ,29,MN1 ,d ,8,1,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400149 ,Clupea harengus ,LV ,  ,30,MN1 ,d ,5,1,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400149 ,Clupea harengus ,LV ,  ,31,MN1 ,d ,2,1,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400149 ,Clupea harengus ,LV ,  ,32,MN1 ,d ,1,1,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400149 ,Clupea harengus ,LV ,  ,33,MN1 ,d ,1,1,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400149 ,Clupea harengus ,LV ,  ,34,MN1 ,d ,1,1,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400150 ,Clupea harengus ,LV ,  ,31,MN1 ,d ,2,1,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400150 ,Clupea harengus ,LV ,  ,32,MN1 ,d ,1,1,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400150 ,Clupea harengus ,LV ,  ,0,MN1 ,c ,2,1,VISO ,N ,  ,  ,F4B ,Larvae damaged could not be measured,
EM ,2021NL5400151 ,Clupea harengus ,LV ,  ,30,MN1 ,d ,1,1,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400151 ,Clupea harengus ,LV ,  ,31,MN1 ,d ,3,1,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400151 ,Clupea harengus ,LV ,  ,33,MN1 ,d ,2,1,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400151 ,Clupea harengus ,LV ,  ,34,MN1 ,d ,2,1,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400151 ,Clupea harengus ,LV ,  ,0,MN1 ,c ,1,1,VISO ,N ,  ,  ,F4B ,Larvae damaged could not be measured,
EM ,2021NL5400152 ,Clupea harengus ,LV ,  ,18,MN1 ,d ,1,1,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400152 ,Clupea harengus ,LV ,  ,24,MN1 ,d ,1,1,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400152 ,Clupea harengus ,LV ,  ,25,MN1 ,d ,1,1,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400152 ,Clupea harengus ,LV ,  ,27,MN1 ,d ,2,1,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400152 ,Clupea harengus ,LV ,  ,28,MN1 ,d ,3,1,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400152 ,Clupea harengus ,LV ,  ,29,MN1 ,d ,6,1,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400152 ,Clupea harengus ,LV ,  ,32,MN1 ,d ,4,1,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400152 ,Clupea harengus ,LV ,  ,34,MN1 ,d ,1,1,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400152 ,Clupea harengus ,LV ,  ,35,MN1 ,d ,1,1,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400152 ,Clupea harengus ,LV ,  ,36,MN1 ,d ,1,1,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400152 ,Clupea harengus ,LV ,  ,0,MN1 ,c ,2,1,VISO ,N ,  ,  ,F4B ,Larvae damaged could not be measured,
EM ,2021NL5400153 ,Clupea harengus ,LV ,  ,22,MN1 ,d ,1,1,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400153 ,Clupea harengus ,LV ,  ,23,MN1 ,d ,1,1,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400153 ,Clupea harengus ,LV ,  ,25,MN1 ,d ,1,1,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400153 ,Clupea harengus ,LV ,  ,26,MN1 ,d ,1,1,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400153 ,Clupea harengus ,LV ,  ,27,MN1 ,d ,2,1,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400153 ,Clupea harengus ,LV ,  ,28,MN1 ,d ,1,1,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400153 ,Clupea harengus ,LV ,  ,0,MN1 ,c ,1,1,VISO ,N ,  ,  ,F4B ,Larvae damaged could not be measured,
EM ,2021NL5400154 ,Clupea harengus ,LV ,  ,29,MN1 ,d ,1,1,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400155 ,Clupea harengus ,LV ,  ,23,MN1 ,d ,1,1,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400155 ,Clupea harengus ,LV ,  ,27,MN1 ,d ,3,1,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400155 ,Clupea harengus ,LV ,  ,28,MN1 ,d ,3,1,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400155 ,Clupea harengus ,LV ,  ,29,MN1 ,d ,4,1,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400155 ,Clupea harengus ,LV ,  ,30,MN1 ,d ,5,1,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400155 ,Clupea harengus ,LV ,  ,31,MN1 ,d ,6,1,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400155 ,Clupea harengus ,LV ,  ,32,MN1 ,d ,1,1,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400155 ,Clupea harengus ,LV ,  ,33,MN1 ,d ,2,1,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400155 ,Clupea harengus ,LV ,  ,34,MN1 ,d ,1,1,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400155 ,Clupea harengus ,LV ,  ,35,MN1 ,d ,3,1,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400155 ,Clupea harengus ,LV ,  ,36,MN1 ,d ,1,1,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400156 ,Clupea harengus ,LV ,  ,27,MN1 ,d ,1,12.26,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400156 ,Clupea harengus ,LV ,  ,28,MN1 ,d ,4,12.26,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400156 ,Clupea harengus ,LV ,  ,29,MN1 ,d ,5,12.26,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400156 ,Clupea harengus ,LV ,  ,30,MN1 ,d ,12,12.26,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400156 ,Clupea harengus ,LV ,  ,31,MN1 ,d ,9,12.26,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400156 ,Clupea harengus ,LV ,  ,32,MN1 ,d ,9,12.26,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400156 ,Clupea harengus ,LV ,  ,33,MN1 ,d ,7,12.26,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400156 ,Clupea harengus ,LV ,  ,34,MN1 ,d ,2,12.26,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400156 ,Clupea harengus ,LV ,  ,35,MN1 ,d ,1,12.26,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400157 ,Clupea harengus ,LV ,  ,24,MN1 ,d ,2,4.96,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400157 ,Clupea harengus ,LV ,  ,25,MN1 ,d ,3,4.96,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400157 ,Clupea harengus ,LV ,  ,26,MN1 ,d ,5,4.96,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400157 ,Clupea harengus ,LV ,  ,27,MN1 ,d ,16,4.96,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400157 ,Clupea harengus ,LV ,  ,28,MN1 ,d ,6,4.96,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400157 ,Clupea harengus ,LV ,  ,29,MN1 ,d ,4,4.96,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400157 ,Clupea harengus ,LV ,  ,30,MN1 ,d ,4,4.96,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400157 ,Clupea harengus ,LV ,  ,31,MN1 ,d ,6,4.96,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400157 ,Clupea harengus ,LV ,  ,32,MN1 ,d ,4,4.96,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400158 ,Clupea harengus ,LV ,  ,26,MN1 ,d ,2,1,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400158 ,Clupea harengus ,LV ,  ,27,MN1 ,d ,1,1,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400158 ,Clupea harengus ,LV ,  ,28,MN1 ,d ,2,1,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400158 ,Clupea harengus ,LV ,  ,29,MN1 ,d ,2,1,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400158 ,Clupea harengus ,LV ,  ,30,MN1 ,d ,1,1,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400158 ,Clupea harengus ,LV ,  ,0,MN1 ,c ,20,1,VISO ,N ,  ,  ,F4B ,Larvae damaged could not be measured,
EM ,2021NL5400159 ,Clupea harengus ,LV ,  ,24,MN1 ,d ,1,3.92,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400159 ,Clupea harengus ,LV ,  ,25,MN1 ,d ,3,3.92,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400159 ,Clupea harengus ,LV ,  ,27,MN1 ,d ,1,3.92,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400159 ,Clupea harengus ,LV ,  ,29,MN1 ,d ,2,3.92,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400159 ,Clupea harengus ,LV ,  ,30,MN1 ,d ,4,3.92,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400159 ,Clupea harengus ,LV ,  ,31,MN1 ,d ,2,3.92,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400159 ,Clupea harengus ,LV ,  ,33,MN1 ,d ,1,3.92,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400159 ,Clupea harengus ,LV ,  ,35,MN1 ,d ,1,3.92,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400159 ,Clupea harengus ,LV ,  ,38,MN1 ,d ,1,3.92,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400160 ,Clupea harengus ,LV ,  ,24,MN1 ,d ,1,2.44,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400160 ,Clupea harengus ,LV ,  ,28,MN1 ,d ,1,2.44,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400160 ,Clupea harengus ,LV ,  ,31,MN1 ,d ,1,2.44,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400160 ,Clupea harengus ,LV ,  ,33,MN1 ,d ,2,2.44,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400160 ,Clupea harengus ,LV ,  ,37,MN1 ,d ,1,2.44,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400161 ,Clupea harengus ,LV ,  ,24,MN1 ,d ,2,1.346153846,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400161 ,Clupea harengus ,LV ,  ,25,MN1 ,d ,1,1.346153846,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400161 ,Clupea harengus ,LV ,  ,27,MN1 ,d ,4,1.346153846,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400161 ,Clupea harengus ,LV ,  ,28,MN1 ,d ,3,1.346153846,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400161 ,Clupea harengus ,LV ,  ,29,MN1 ,d ,3,1.346153846,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400161 ,Clupea harengus ,LV ,  ,30,MN1 ,d ,4,1.346153846,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400161 ,Clupea harengus ,LV ,  ,31,MN1 ,d ,3,1.346153846,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400161 ,Clupea harengus ,LV ,  ,32,MN1 ,d ,1,1.346153846,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400161 ,Clupea harengus ,LV ,  ,33,MN1 ,d ,1,1.346153846,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400162 ,Clupea harengus ,LV ,  ,24,MN1 ,d ,1,1,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400162 ,Clupea harengus ,LV ,  ,28,MN1 ,d ,2,1,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400162 ,Clupea harengus ,LV ,  ,34,MN1 ,d ,1,1,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400162 ,Clupea harengus ,LV ,  ,0,MN1 ,c ,1,1,VISO ,N ,  ,  ,F4B ,Larvae damaged could not be measured,
EM ,2021NL5400163 ,Clupea harengus ,LV ,  ,28,MN1 ,d ,1,1.148148148,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400163 ,Clupea harengus ,LV ,  ,0,MN1 ,c ,2,1.148148148,VISO ,N ,  ,  ,F4B ,Larvae damaged could not be measured,
EM ,2021NL5400164 ,Clupea harengus ,LV ,  ,23,MN1 ,d ,2,6.54,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400164 ,Clupea harengus ,LV ,  ,24,MN1 ,d ,2,6.54,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400164 ,Clupea harengus ,LV ,  ,25,MN1 ,d ,4,6.54,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400164 ,Clupea harengus ,LV ,  ,26,MN1 ,d ,9,6.54,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400164 ,Clupea harengus ,LV ,  ,27,MN1 ,d ,1,1,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400164 ,Clupea harengus ,LV ,  ,27,MN1 ,d ,7,6.54,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400164 ,Clupea harengus ,LV ,  ,28,MN1 ,d ,1,1,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400164 ,Clupea harengus ,LV ,  ,28,MN1 ,d ,12,6.54,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400164 ,Clupea harengus ,LV ,  ,29,MN1 ,d ,1,1,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400164 ,Clupea harengus ,LV ,  ,29,MN1 ,d ,1,6.54,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400164 ,Clupea harengus ,LV ,  ,30,MN1 ,d ,2,1,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400164 ,Clupea harengus ,LV ,  ,30,MN1 ,d ,9,6.54,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400164 ,Clupea harengus ,LV ,  ,31,MN1 ,d ,2,6.54,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400164 ,Clupea harengus ,LV ,  ,33,MN1 ,d ,1,6.54,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400164 ,Clupea harengus ,LV ,  ,34,MN1 ,d ,1,6.54,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400164 ,Clupea harengus ,LV ,  ,0,MN1 ,c ,2,1,VISO ,N ,  ,  ,F4B ,Larvae damaged could not be measured,
EM ,2021NL5400165 ,Clupea harengus ,LV ,  ,23,MN1 ,d ,2,6.54,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400165 ,Clupea harengus ,LV ,  ,24,MN1 ,d ,2,6.54,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400165 ,Clupea harengus ,LV ,  ,25,MN1 ,d ,4,6.54,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400165 ,Clupea harengus ,LV ,  ,26,MN1 ,d ,9,6.54,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400165 ,Clupea harengus ,LV ,  ,27,MN1 ,d ,7,6.54,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400165 ,Clupea harengus ,LV ,  ,28,MN1 ,d ,12,6.54,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400165 ,Clupea harengus ,LV ,  ,29,MN1 ,d ,1,6.54,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400165 ,Clupea harengus ,LV ,  ,30,MN1 ,d ,9,6.54,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400165 ,Clupea harengus ,LV ,  ,31,MN1 ,d ,2,6.54,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400165 ,Clupea harengus ,LV ,  ,33,MN1 ,d ,1,6.54,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400165 ,Clupea harengus ,LV ,  ,34,MN1 ,d ,1,6.54,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400166 ,Clupea harengus ,LV ,  ,24,MN1 ,d ,4,1,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400166 ,Clupea harengus ,LV ,  ,26,MN1 ,d ,3,1,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400166 ,Clupea harengus ,LV ,  ,27,MN1 ,d ,3,1,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400166 ,Clupea harengus ,LV ,  ,28,MN1 ,d ,1,1,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400166 ,Clupea harengus ,LV ,  ,30,MN1 ,d ,1,1,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400167 ,Clupea harengus ,LV ,  ,22,MN1 ,d ,2,3.711538462,VISO ,N ,  ,  ,F4B , ,
